Name,0,2,4,6,8,0a,flag,0e,race,level,hp,14,mp,18,st,1c,ma,vt,ag,lu,2e,30,Inheritence Preference,34,macca,exp,3a,ai script,ai skill 1-1,ai skill 1-2,ai skill 1-3,ai skill 1-4,ai skill 1-5,ai skill 2-1,ai skill 2-2,ai skill 2-3,ai skill 2-4,ai skill 2-5,ai skill 3-1,ai skill 3-2,ai skill 3-3,ai skill 3-4,ai skill 3-5,learn skill 1,learn skill 2,learn skill 3,learn skill 4,learn skill 5,learn skill 6,learn skill 7,learn skill 8,learn skill 9,learn skill 10,learn skill 11,learn skill 12,binary skill affinities,Inher B1,Breath Skills,Wing Skills,Eye Skills,Lunge Skills,Bite Skills,Claw Skills,Not Dante?,Weapon Skills,Inher B10,Proper Women?,Talk Skills
Gogmagog,10,0,0,1281,256,0,0,0,15,55,456,456,207,207,22,0,14,21,7,14,0,0,4: Ice,2201,430,439,2,70,Sukunda: 34,Tarunda: 33,Rakunda: 33,None: 0,None: 0,Attack: 25,Tornado: 25,Berserk: 25,Diarama: 25,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Tornado: level 0,Berserk: level 0,Diarama: level 0,Life Surge: level 1,Tarunda: level 2,Evil Gaze: level 3,Rakunda: level 4,Sukunda: level 5,,,,,0b100010011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Titan,7,0,0,1281,256,0,0,0,15,49,416,416,177,177,21,0,10,17,8,13,0,0,1: Phys,2459,356,354,2,70,Attack: 27,Guillotine: 27,Fire Breath: 26,Stun Gaze: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Beseech: level 0,Guillotine: level 0,Taunt: level 0,Stun Gaze: level 1,Life Surge: level 2,Retaliate: level 3,Fire Breath: level 4,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Sarutahiko,7,0,0,1281,256,0,1,0,15,35,392,392,126,126,18,0,7,17,7,6,0,0,1: Phys,2459,210,192,105,107,Attack: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Berserk: level 0,Lightoma: level 0,Haggle: level 1,Petradi: level 2,Counter: level 3,Focus: level 4,Hell Thrust: level 5,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Sudama,8,0,0,1281,256,0,0,0,15,13,96,96,60,60,7,0,7,3,8,8,0,0,6: Force,2193,60,36,105,70,Makakaja: 60,Attack: 40,None: 0,None: 0,None: 0,Mazan: 50,Attack: 50,None: 0,None: 0,None: 0,Kamikaze: 30,Attack: 70,None: 0,None: 0,None: 0,Zan: level 0,Begging: level 0,Mazan: level 1,Kamikaze: level 2,Makatora: level 3,Makakaja: level 4,Sukukaja: level 5,,,,,,0b100010010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hua Po,8,0,0,1281,256,0,0,0,15,5,50,50,30,30,4,0,5,5,6,5,0,0,3: Fire,3213,30,11,2,27,Rakukaja: 100,None: 0,None: 0,None: 0,None: 0,Agi: 70,Attack: 30,None: 0,None: 0,None: 0,Attack: 10,Agi: 70,Maragi: 20,None: 0,None: 0,Agi: level 0,Pester: level 0,Patra: level 1,Nag: level 2,Sexy Gaze: level 3,Rakukaja: level 4,Maragi: level 5,,,,,,0b110010001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Kodama,7,0,0,1281,256,0,0,0,15,3,20,20,21,21,4,0,4,4,6,5,0,0,6: Force,2193,24,7,2,15,Attack: 80,Zan: 20,None: 0,None: 0,None: 0,Attack: 50,Zan: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Zan: level 0,Gonnection: level 0,Dia: level 1,Lunge: level 2,Scout: level 3,Anti Force: level 4,,,,,,,0b100010010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Shiki-Ouji,7,0,0,1281,256,0,0,0,16,54,420,420,234,234,14,0,24,16,10,10,0,0,7: Magic,2187,417,424,104,70,Attack: 50,Mahamaon: 15,Mamudoon: 15,Stun Needle: 20,None: 0,Attack: 80,Mahamaon: 5,Mamudoon: 5,Stun Needle: 10,None: 0,32770: 100,None: 0,None: 0,None: 0,None: 0,Stun Needle: level 0,Mamudoon: level 0,Dekaja: level 0,Brainwash: level 1,Mute Gaze: level 2,Mahamaon: level 3,Megido: level 4,,,,,,0b100010001011,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Oni,8,0,0,1281,256,0,0,0,16,25,264,264,96,96,13,0,7,12,6,7,0,0,1: Phys,2459,130,106,106,70,Berserk: 80,War Cry: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Rakunda: level 0,Haggle: level 0,Berserk: level 0,War Cry: level 1,Estoma: level 2,Begging: level 3,Life Gain: level 4,Dark Sword: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Ikusa,8,0,0,1281,256,0,0,0,16,44,364,364,177,177,17,0,15,13,9,10,0,0,9: Death,2449,299,291,104,52,Attack: 25,Mighty Gust: 25,Arid Needle: 25,Mudoon: 25,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Arid Needle: level 0,Petradi: level 0,Analyze: level 0,Begging: level 1,Dark Pledge: level 2,Mighty Gust: level 3,Mudoon: level 4,,,,,,0b100110010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Momunofu,8,0,0,1281,256,0,0,0,16,20,180,180,78,78,13,0,6,10,7,8,0,0,1: Phys,2457,98,73,104,70,Focus: 10,Attack: 90,None: 0,None: 0,None: 0,Lunge: 50,Attack: 50,None: 0,None: 0,None: 0,Focus: 30,Lunge: 20,Attack: 50,None: 0,None: 0,Lunge: level 0,Focus: level 0,Life Bonus: level 1,Brutal Slash: level 2,Persuade: level 3,Kamikaze: level 4,,,,,,,0b100110011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Shikigami,8,0,0,1281,256,0,0,0,16,4,48,48,27,27,5,0,5,4,5,5,0,0,5: Elec,2203,27,9,6,18,Attack: 30,Zio: 70,None: 0,None: 0,None: 0,Attack: 20,Zio: 50,Sukunda: 15,Tarukaja: 15,None: 0,Tarukaja: 50,Zio: 50,None: 0,None: 0,None: 0,Zio: level 0,Beseech: level 0,Tarunda: level 1,Sukunda: level 2,Anti Curse: level 3,Tarukaja: level 4,,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Rangda,10,0,0,1281,256,0,0,0,17,72,607,607,288,288,19,0,24,20,14,15,0,0,10: Ailments,2265,680,708,108,70,Debilitate: 30,Stun Claw: 40,Hellfire: 30,None: 0,None: 0,Stun Claw: 50,Hellfire: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Debilitate: level 0,Stun Claw: level 0,Dekaja: level 0,Mana Refill: level 1,Makajamon: level 2,Hellfire: level 3,Avenge: level 4,,,,,,0b100011011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Dakini,8,0,0,1281,256,0,0,0,17,52,414,414,189,189,21,0,11,17,13,10,0,0,1: Phys,2459,392,396,110,70,Attack: 30,Agidyne: 40,Mamudo: 10,Blight: 20,None: 0,Attack: 20,Agidyne: 30,Mamudo: 30,Blight: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Dismal Tune: level 0,Life Aid: level 0,Mamudo: level 1,Kidnap: level 2,Agidyne: level 3,Blight: level 4,Endure: level 5,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Yaksini,8,0,0,1281,256,0,0,0,17,43,348,348,162,162,17,0,11,15,11,9,0,0,1: Phys,2459,288,279,2,109,Attack: 30,Guillotine: 40,Binding Cry: 15,Tentarafoo: 15,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Kidnap: level 0,Guillotine: level 0,Riberama: level 0,Binding Cry: level 1,Void Ice: level 2,Tentarafoo: level 3,Retaliate: level 4,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Shikome,7,0,0,1281,256,0,0,0,17,32,246,246,144,144,8,0,16,9,10,9,0,0,9: Death,2203,184,164,104,53,Attack: 33,Stun Needle: 33,Stone Gaze: 34,None: 0,None: 0,Attack: 10,Stun Needle: 20,Stone Gaze: 20,45157: 50,None: 0,Attack: 20,Stun Needle: 60,Stone Gaze: 20,None: 0,None: 0,Loan: level 0,Stone Gaze: level 0,Mazanma: level 0,Anti Death: level 1,Sonic Wave: level 2,Stun Needle: level 3,Drain Attack: level 4,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Taraka,8,0,0,1281,256,0,0,0,17,20,180,180,78,78,10,0,6,11,6,7,0,0,1: Phys,2459,98,73,110,70,Heat Wave: 60,Rakukaja: 20,Shibaboo: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Shibaboo: level 0,Taunt: level 0,Analyze: level 0,Rakukaja: level 1,Beseech: level 2,Kamikaze: level 3,Zionga: level 4,Heat Wave: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Datsue-Ba,8,0,0,1281,256,0,0,0,17,7,72,72,45,45,4,0,8,5,4,6,0,0,10: Ailments,2195,36,15,110,19,Attack: 50,Shibaboo: 50,None: 0,None: 0,None: 0,Needle Rush: 70,Attack: 30,None: 0,None: 0,None: 0,Dormina: 100,None: 0,None: 0,None: 0,None: 0,Needle Rush: level 0,Shibaboo: level 0,Haggle: level 1,Bufu: level 2,Patra: level 3,Dormina: level 4,,,,,,,0b100010010011,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mada,8,0,0,1281,256,0,0,0,18,83,739,739,315,315,30,0,21,30,14,16,0,0,1: Phys,2203,872,884,100,70,Attack: 25,Debilitate: 25,Hades Blast: 25,Intoxicate: 25,None: 0,Diarahan: 20,Attack: 30,Intoxicate: 20,Hades Blast: 30,None: 0,Attack: 70,Hades Blast: 0,Intoxicate: 30,None: 0,None: 0,Debilitate: level 0,Hades Blast: level 0,Blackmail: level 0,Intoxicate: level 1,Diarahan: level 2,Tarukaja: level 3,Life Surge: level 4,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Girimehkala,8,0,0,1281,256,0,3,0,18,58,474,474,225,225,22,0,17,21,13,13,0,0,1: Phys,2459,470,484,100,70,Attack: 70,Binding Cry: 15,Debilitate: 15,None: 0,None: 0,Attack: 80,Binding Cry: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Binding Cry: level 0,Chaos Blade: level 0,Dismal Tune: level 1,Dismal Tune: level 1,Shock: level 2,Shock: level 2,Debilitate: level 3,Debilitate: level 3,Tempest: level 4,Tempest: level 4,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Tao Tie,8,0,0,1281,256,0,0,0,18,65,567,567,258,258,18,0,21,21,15,18,0,0,7: Magic,2235,570,596,100,70,Life Drain: 40,Tetraja: 20,Makajamon: 20,Hell Gaze: 20,None: 0,Megido: 80,Tetraja: 5,Makajamon: 5,Life Drain: 5,Hell Gaze: 5,Life Drain: 40,Tetraja: 20,Makajamon: 10,Hell Gaze: 30,None: 0,Megido: level 0,Tetraja: level 0,Loan: level 0,Life Drain: level 1,Hell Gaze: level 2,Mana Aid: level 3,Makajamon: level 4,,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Pazuzu,8,0,0,1281,256,0,0,0,18,45,432,432,192,192,16,0,19,20,10,8,0,0,9: Death,2207,310,303,100,70,Attack: 25,Hell Gaze: 25,Tentarafoo: 25,Arid Needle: 25,None: 0,Attack: 10,Hell Gaze: 20,Tentarafoo: 20,Arid Needle: 20,Wet Wind: 30,Hell Gaze: 7,Tentarafoo: 7,Wet Wind: 6,Mediarama: 80,None: 0,Hell Gaze: level 0,Mediarama: level 0,Intimidate: level 0,Void Force: level 1,Arid Needle: level 2,Tentarafoo: level 3,Wet Wind: level 4,,,,,,0b100010011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Baphomet,8,0,0,1281,256,0,0,0,18,33,320,320,150,150,8,0,17,17,9,10,0,0,7: Magic,2207,192,173,105,70,Evil Gaze: 40,Maragion: 30,Attack: 20,Makakaja: 10,None: 0,Makakaja: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Makakaja: level 0,Beckon Call: level 0,Dark Pledge: level 0,Evil Gaze: level 1,Maragion: level 2,Eternal Rest: level 3,Dismal Tune: level 4,,,,,,0b100010011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mot,8,0,0,1281,256,0,1,0,19,91,759,759,369,369,25,0,32,31,16,19,0,0,10: Ailments,2193,1028,1012,103,70,Maragidyne: 30,Mazandyne: 30,Makakaja: 20,Megidolaon: 20,None: 0,Maragidyne: 20,Mazandyne: 20,Makakaja: 10,Megidolaon: 50,None: 0,Maragidyne: 40,Mazandyne: 40,Makakaja: 10,Megidolaon: 10,None: 0,Maragidyne: level 0,Mazandyne: level 0,Makakaja: level 0,Beckon Call: level 1,Intimidate: level 2,Force Drain: level 3,Megidolaon: level 4,,,,,,0b100010010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Aciel,8,0,0,1281,256,0,3,0,19,77,873,873,306,306,29,0,25,27,14,16,0,0,7: Magic,2235,764,788,111,111,Attack: 25,Mabufudyne: 45,Tetrakarn: 30,1/8/1900 16:00,None: 0,208:00:00,Mabufudyne: 50,Tetrakarn: 50,None: 0,None: 0,Attack: 15,Mabufudyne: 25,Tetrakarn: 60,208:00:00,None: 0,Attack All: level 0,Mabufudyne: level 0,Life Surge: level 1,Life Surge: level 1,Tetrakarn: level 2,Tetrakarn: level 2,Hell Fang: level 3,Hell Fang: level 3,Victory Cry: level 4,Victory Cry: level 4,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Surt,8,0,0,1281,256,0,1,0,19,74,999,999,282,282,28,0,20,24,15,19,0,0,3: Fire,2459,713,740,103,70,Attack: 25,Hellfire: 25,War Cry: 25,Ragnarok: 25,None: 0,Attack: 10,Hellfire: 20,War Cry: 50,Ragnarok: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Hellfire: level 0,War Cry: level 0,Heat Wave: level 0,Elec Drain: level 1,Attack All: level 2,Wooing: level 3,Ragnarok: level 4,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Abaddon,8,0,0,1281,257,0,0,0,19,69,817,817,279,279,26,0,24,25,13,15,0,0,7: Magic,2235,632,660,111,70,Mabufudyne: 30,Panic Voice: 30,Hades Blast: 20,Attack: 20,None: 0,Hades Blast: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Attack All: level 0,Panic Voice: level 0,Mabufudyne: level 1,Intimidate: level 2,Retaliate: level 3,Ice Repel: level 4,Hades Blast: level 5,,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Loki,8,0,0,1281,256,0,1,0,19,52,432,432,216,216,16,0,20,20,12,16,0,0,10: Ailments,2203,392,396,103,110,Attack: 25,Mabufudyne: 25,Makajamon: 25,32769: 25,None: 0,Mabufudyne: 50,Makajamon: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mabufudyne: level 0,Makajamon: level 0,Mischief: level 1,Charisma: level 2,Trafuri: level 3,Mudoon: level 4,Mana Gain: level 5,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Lilith,8,0,0,1281,256,0,3,0,20,80,720,720,330,330,17,0,30,21,17,15,0,0,7: Magic,2219,818,836,30,70,Attack: 25,Allure: 30,Hell Gaze: 10,Mana Drain: 10,Maziodyne: 25,Megidola: 45,Allure: 25,Hell Gaze: 20,Attack: 10,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Allure: level 0,Hell Gaze: level 0,Maziodyne: level 0,Mana Drain: level 1,Allure: level 1,Hell Fang: level 2,Maziodyne: level 2,Mana Surge: level 3,Life Drain: level 3,Megidola: level 4,Hell Fang: level 4,Mana Surge: level 5,0b100010101011,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Nyx,10,0,0,1281,256,0,0,0,20,70,561,561,291,291,15,0,27,17,16,15,0,0,7: Magic,2185,648,676,6,70,Dormina: 30,Glacial Blast: 30,Mana Drain: 20,Makarakarn: 10,Debilitate: 10,Eternal Rest: 80,Glacial Blast: 10,Mana Drain: 10,None: 0,None: 0,Dormina: 20,Glacial Blast: 10,Mana Drain: 10,Makarakarn: 50,Debilitate: 10,Dormina: level 0,Makarakarn: level 0,Eternal Rest: level 0,Debilitate: level 1,Mana Drain: level 2,Glacial Blast: level 3,Fire Drain: level 4,,,,,,0b100010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Queen Mab,10,0,0,1281,256,0,3,0,20,56,571,571,231,231,12,0,21,12,12,19,60,68,10: Ailments,2185,443,454,19,66,Maziodyne: 40,Attack: 60,None: 0,None: 0,None: 0,Diarahan: 50,Attack: 30,Maziodyne: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mediarama: level 0,Ziodyne: level 0,Tarukaja: level 0,Diarahan: level 1,Mediarahan: level 1,Makarakarn: level 2,Makarakarn: level 2,Dormina: level 3,Dormina: level 3,Tetraja: level 4,Tetraja: level 4,Maziodyne: level 5,0b100010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Succubus,10,0,0,1281,256,0,0,0,20,37,296,296,159,159,10,0,16,11,10,10,0,0,10: Ailments,2189,228,212,30,51,Dormina: 50,Sexy Gaze: 50,None: 0,None: 0,None: 0,Dormina: 40,Attack: 30,Sexy Gaze: 30,None: 0,None: 0,Eternal Rest: 30,Dormina: 40,Sexy Gaze: 30,None: 0,None: 0,Dormina: level 0,Analyze: level 0,Nag: level 0,Eternal Rest: level 1,Sexy Gaze: level 2,Life Drain: level 3,Tentarafoo: level 4,,,,,,0b100010001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Incubus,10,0,0,1281,256,0,0,0,20,25,198,198,117,117,7,0,14,8,9,7,0,0,10: Ailments,2271,130,106,110,50,Attack: 80,Sexy Gaze: 20,None: 0,None: 0,None: 0,Attack: 20,Life Drain: 35,Evil Gaze: 45,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Flatter: level 0,Sexy Gaze: level 0,Wing Buffet: level 0,Stun Claw: level 1,Wooing: level 2,Evil Gaze: level 3,Life Drain: level 4,,,,,,0b100011011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Fomor,8,0,0,1281,768,5,0,0,20,18,200,200,75,75,8,0,7,14,4,5,0,0,4: Ice,2203,86,60,2,14,Lunge: 34,Berserk: 33,Mabufu: 33,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Bufu: level 0,Lullaby: level 0,Lunge: level 1,Life Bonus: level 2,Kidnap: level 3,Mabufu: level 4,Berserk: level 5,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Lilim,7,0,0,1281,256,0,0,0,20,8,78,78,48,48,4,0,8,5,7,4,0,0,5: Elec,2189,40,18,105,16,Tarunda: 50,Rakunda: 50,None: 0,None: 0,None: 0,Sexy Gaze: 50,Mazio: 50,None: 0,None: 0,None: 0,Mazio: 80,Attack: 20,None: 0,None: 0,None: 0,Rakunda: level 0,Sexy Gaze: level 0,Analyze: level 1,Dark Pledge: level 2,Tarunda: level 3,Mazio: level 4,,,,,,,0b100010001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hresvelgr,8,0,0,1281,256,0,128,0,21,75,600,600,285,285,20,0,20,19,25,11,0,0,4: Ice,255,730,756,30,70,Mabufudyne: 40,Wing Buffet: 40,Iron Claw: 20,None: 0,None: 0,Mabufudyne: 15,Wing Buffet: 15,Iron Claw: 70,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mabufudyne: level 0,Ice Boost: level 0,Wing Buffet: level 0,Anti Phys: level 1,Iron Claw: level 2,Life Refill: level 3,Elec Repel: level 4,,,,,,0b11111111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Mothman,10,0,0,1281,256,0,128,0,21,43,416,416,183,183,11,0,18,18,8,8,0,0,6: Force,223,288,279,102,70,Attack: 70,Evil Gaze: 10,Panic Voice: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Evil Gaze: level 0,Stun Claw: level 0,Trafuri: level 1,Panic Voice: level 2,Fire Breath: level 3,Void Elec: level 4,,,,,,,0b11011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Raiju,8,0,0,1281,256,0,128,0,21,25,204,204,120,120,8,0,15,9,8,5,0,0,5: Elec,251,130,106,2,70,Attack: 25,Feral Claw: 25,Needle Rush: 25,Shock: 25,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Zionga: level 0,Lightoma: level 0,Feral Claw: level 1,Shock: level 2,Needle Rush: level 3,Elec Boost: level 4,,,,,,,0b11111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Nue,7,0,0,1281,256,0,128,0,21,31,258,258,120,120,14,0,9,12,8,8,0,0,4: Ice,251,176,155,110,26,War Cry: 50,Attack: 50,None: 0,None: 0,None: 0,Attack: 20,Stun Claw: 20,Ice Breath: 20,Mamudo: 20,41084: 20,None: 0,None: 0,None: 0,None: 0,None: 0,Stun Claw: level 0,War Cry: level 0,Ice Breath: level 1,Panic Voice: level 2,Ice Boost: level 3,Mamudo: level 4,,,,,,,0b11111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Bicorn,8,0,0,1281,256,0,128,0,21,15,150,150,60,60,10,0,6,10,5,4,0,0,3: Fire,187,70,45,108,70,Charm Bite: 10,Pulinpa: 10,Stun Gaze: 10,Attack: 70,None: 0,Charm Bite: 20,Pulinpa: 20,Stun Gaze: 20,Attack: 40,None: 0,Attack: 80,Charm Bite: 20,None: 0,None: 0,None: 0,Sukukaja: level 0,Charm Bite: level 0,Maragi: level 1,Bright Might: level 2,Anti Nerve: level 3,Pulinpa: level 4,Stun Gaze: level 5,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Zhen,8,0,0,1281,256,0,128,0,21,6,65,65,50,50,4,0,6,6,5,5,0,0,6: Force,159,33,12,4204,70,Wing Buffet: 50,Attack: 50,None: 0,None: 0,None: 0,Toxic Sting: 70,Wing Buffet: 20,Attack: 10,None: 0,None: 0,Wing Buffet: 40,Toxic Sting: 20,Attack: 20,War Cry: 20,None: 0,Mute Gaze: level 0,Posumudi: level 0,Zan: level 0,Toxic Sting: level 1,War Cry: level 2,Wing Buffet: level 3,Mazan: level 4,Void Nerve: level 5,,,,,0b10011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Rakshasa,2056,0,0,1281,256,0,128,0,22,63,474,474,249,249,22,0,20,16,11,14,0,0,9: Death,217,540,564,6,70,Attack: 20,Berserk: 40,Stun Claw: 40,None: 0,None: 0,Life Drain: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Stun Claw: level 0,Sacrifice: level 0,Life Drain: level 1,Rakunda: level 2,Retaliate: level 3,Megido: level 4,Berserk: level 5,,,,,,0b11011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Legion,10,0,0,1281,256,0,128,0,22,49,546,546,180,180,19,0,11,21,9,9,0,0,9: Death,155,356,354,108,70,Hell Gaze: 15,Deathtouch: 15,Tetrakarn: 70,None: 0,None: 0,Mamudoon: 25,Hell Gaze: 35,Deathtouch: 40,None: 0,None: 0,Mamudoon: 50,Hell Gaze: 25,Deathtouch: 25,None: 0,None: 0,Tetrakarn: level 0,Deathtouch: level 0,Anti Phys: level 1,Tempest: level 2,Hell Gaze: level 3,Pulinpa: level 4,Mamudoon: level 5,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Yaka,8,0,0,1281,256,0,128,0,22,17,150,150,81,81,8,0,10,8,5,6,0,0,9: Death,217,80,55,16,29,Mazio: 55,Attack: 45,None: 0,None: 0,None: 0,Deathtouch: 40,Attack: 50,Mazio: 10,None: 0,None: 0,Tarunda: 70,Dia: 30,None: 0,None: 0,None: 0,Deathtouch: level 0,Tarunda: level 0,Mazio: level 1,Taunt: level 2,Dia: level 3,Venom Claw: level 4,Diarama: level 5,,,,,,0b11011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
